year,state,crop,loss_type,stage,loss_percentage,source_pdf_page,source_table,source_row
2022,Andhra Pradesh,Bajra,Farm Operations,Harvesting,1.17,267,1,6
2022,Andhra Pradesh,Bajra,Farm Operations,Collection,0.41,267,1,6
2022,Andhra Pradesh,Bajra,Farm Operations,Threshing,1.69,267,1,6
2022,Andhra Pradesh,Bajra,Farm Operations,Winnowing/Cleaning,0.15,267,1,6
2022,Andhra Pradesh,Bajra,Farm Operations,Drying,0.21,267,1,6
2022,Andhra Pradesh,Bajra,Farm Operations,Packaging,0.26,267,1,6
2022,Andhra Pradesh,Bajra,Farm Operations,Farm level storage,0.28,267,1,6
2022,Andhra Pradesh,Bajra,Farm Operations,Transport,0.18,267,1,6
2022,Andhra Pradesh,Bajra,Market Operations,Godown,0.15,267,1,6
2022,Andhra Pradesh,Bajra,Market Operations,Wholesalers,0.01,267,1,6
2022,Andhra Pradesh,Bajra,Market Operations,Retailers,0.12,267,1,6
2022,Andhra Pradesh,Bajra,Market Operations,Processing unit,0.13,267,1,6
2022,Andhra Pradesh,Bajra,Market Operations,Transport,0.3,267,1,6
2022,Andhra Pradesh,Bajra,Market Operations,Total loss in market operations,0.72,267,1,6
2022,Andhra Pradesh,Bajra,Total,Overall total loss,5.07,267,1,6
2022,Andhra Pradesh,Black gram,Farm Operations,Harvesting,1.06,267,1,11
2022,Andhra Pradesh,Black gram,Farm Operations,Collection,0.6,267,1,11
2022,Andhra Pradesh,Black gram,Farm Operations,Threshing,0.99,267,1,11
2022,Andhra Pradesh,Black gram,Farm Operations,Winnowing/Cleaning,0.67,267,1,11
2022,Andhra Pradesh,Black gram,Farm Operations,Drying,0.29,267,1,11
2022,Andhra Pradesh,Black gram,Farm Operations,Packaging,0.26,267,1,11
2022,Andhra Pradesh,Black gram,Farm Operations,Farm level storage,0.69,267,1,11
2022,Andhra Pradesh,Black gram,Farm Operations,Transport,0.13,267,1,11
2022,Andhra Pradesh,Black gram,Market Operations,Godown,0.04,267,1,11
2022,Andhra Pradesh,Black gram,Market Operations,Wholesalers,0.22,267,1,11
2022,Andhra Pradesh,Black gram,Market Operations,Retailers,0.23,267,1,11
2022,Andhra Pradesh,Black gram,Market Operations,Processing unit,0.11,267,1,11
2022,Andhra Pradesh,Black gram,Market Operations,Transport,0.27,267,1,11
2022,Andhra Pradesh,Black gram,Market Operations,Total loss in market operations,0.87,267,1,11
2022,Andhra Pradesh,Black gram,Total,Overall total loss,5.56,267,1,11
2022,Andhra Pradesh,Chickpea,Farm Operations,Harvesting,1.27,267,1,16
2022,Andhra Pradesh,Chickpea,Farm Operations,Collection,0.84,267,1,16
2022,Andhra Pradesh,Chickpea,Farm Operations,Threshing,1.87,267,1,16
2022,Andhra Pradesh,Chickpea,Farm Operations,Winnowing/Cleaning,0.2,267,1,16
2022,Andhra Pradesh,Chickpea,Farm Operations,Drying,0.27,267,1,16
2022,Andhra Pradesh,Chickpea,Farm Operations,Packaging,0.16,267,1,16
2022,Andhra Pradesh,Chickpea,Farm Operations,Farm level storage,0.16,267,1,16
2022,Andhra Pradesh,Chickpea,Farm Operations,Transport,0.24,267,1,16
2022,Andhra Pradesh,Chickpea,Market Operations,Wholesalers,0.16,267,1,16
2022,Andhra Pradesh,Chickpea,Market Operations,Retailers,0.11,267,1,16
2022,Andhra Pradesh,Chickpea,Market Operations,Processing unit,0.07,267,1,16
2022,Andhra Pradesh,Chickpea,Market Operations,Transport,0.35,267,1,16
2022,Andhra Pradesh,Chickpea,Market Operations,Total loss in market operations,0.69,267,1,16
2022,Andhra Pradesh,Chickpea,Total,Overall total loss,5.71,267,1,16
2022,Andhra Pradesh,Citrus,Farm Operations,Harvesting,0.74,267,1,21
2022,Andhra Pradesh,Citrus,Farm Operations,Collection,0.39,267,1,21
2022,Andhra Pradesh,Citrus,Farm Operations,Sorting/Grading,2.67,267,1,21
2022,Andhra Pradesh,Citrus,Farm Operations,Packaging,0.56,267,1,21
2022,Andhra Pradesh,Citrus,Farm Operations,Farm level storage,0.62,267,1,21
2022,Andhra Pradesh,Citrus,Farm Operations,Transport,0.86,267,1,21
2022,Andhra Pradesh,Citrus,Market Operations,Godown,0.08,267,1,21
2022,Andhra Pradesh,Citrus,Market Operations,Wholesalers,0.68,267,1,21
2022,Andhra Pradesh,Citrus,Market Operations,Retailers,0.62,267,1,21
2022,Andhra Pradesh,Citrus,Market Operations,Processing unit,0.03,267,1,21
2022,Andhra Pradesh,Citrus,Market Operations,Transport,0.71,267,1,21
2022,Andhra Pradesh,Citrus,Market Operations,Total loss in market operations,2.12,267,1,21
2022,Andhra Pradesh,Citrus,Total,Overall total loss,7.97,267,1,21
2022,Andhra Pradesh,Cottonseed,Farm Operations,Harvesting,1.98,267,1,26
2022,Andhra Pradesh,Cottonseed,Farm Operations,Collection,0.34,267,1,26
2022,Andhra Pradesh,Cottonseed,Farm Operations,Drying,0.02,267,1,26
2022,Andhra Pradesh,Cottonseed,Farm Operations,Packaging,0.05,267,1,26
2022,Andhra Pradesh,Cottonseed,Farm Operations,Farm level storage,0.05,267,1,26
2022,Andhra Pradesh,Cottonseed,Farm Operations,Transport,0.14,267,1,26
2022,Andhra Pradesh,Cottonseed,Farm Operations,Total loss in farm operations,2.57,267,1,26
2022,Andhra Pradesh,Cottonseed,Market Operations,Godown,0.02,267,1,26
2022,Andhra Pradesh,Cottonseed,Market Operations,Wholesalers,0.25,267,1,26
2022,Andhra Pradesh,Cottonseed,Market Operations,Retailers,0.03,267,1,26
2022,Andhra Pradesh,Cottonseed,Market Operations,Processing unit,0.03,267,1,26
2022,Andhra Pradesh,Cottonseed,Market Operations,Transport,0.13,267,1,26
2022,Andhra Pradesh,Cottonseed,Market Operations,Total loss in market operations,0.46,267,1,26
2022,Andhra Pradesh,Cottonseed,Total,Overall total loss,3.03,267,1,26
2022,Andhra Pradesh,Green gram,Farm Operations,Collection,0.73,267,1,31
2022,Andhra Pradesh,Green gram,Farm Operations,Threshing,1.5,267,1,31
2022,Andhra Pradesh,Green gram,Farm Operations,Winnowing/Cleaning,0.37,267,1,31
2022,Andhra Pradesh,Green gram,Farm Operations,Drying,0.32,267,1,31
2022,Andhra Pradesh,Green gram,Farm Operations,Packaging,0.24,267,1,31
2022,Andhra Pradesh,Green gram,Farm Operations,Farm level storage,0.39,267,1,31
2022,Andhra Pradesh,Green gram,Market Operations,Godown,0.33,267,1,31
2022,Andhra Pradesh,Green gram,Market Operations,Wholesalers,0.31,267,1,31
2022,Andhra Pradesh,Green gram,Market Operations,Retailers,0.02,267,1,31
2022,Andhra Pradesh,Green gram,Market Operations,Processing unit,0.14,267,1,31
2022,Andhra Pradesh,Green gram,Market Operations,Transport,0.16,267,1,31
2022,Andhra Pradesh,Green gram,Market Operations,Total loss in market operations,0.97,267,1,31
2022,Andhra Pradesh,Green gram,Total,Overall total loss,6.13,267,1,31
2022,Andhra Pradesh,Inland fish,Farm Operations,Harvesting,1.5,267,1,36
2022,Andhra Pradesh,Inland fish,Farm Operations,Collection,0.33,267,1,36
2022,Andhra Pradesh,Inland fish,Farm Operations,Sorting/Grading,1.43,267,1,36
2022,Andhra Pradesh,Inland fish,Farm Operations,Packaging,0.17,267,1,36
2022,Andhra Pradesh,Inland fish,Farm Operations,Farm level storage,0.08,267,1,36
2022,Andhra Pradesh,Inland fish,Farm Operations,Transport,0.13,267,1,36
2022,Andhra Pradesh,Inland fish,Farm Operations,Total loss in farm operations,3.64,267,1,36
2022,Andhra Pradesh,Inland fish,Market Operations,Wholesalers,0.36,267,1,36
2022,Andhra Pradesh,Inland fish,Market Operations,Retailers,0.57,267,1,36
2022,Andhra Pradesh,Inland fish,Market Operations,Transport,0.11,267,1,36
2022,Andhra Pradesh,Inland fish,Market Operations,Total loss in market operations,1.04,267,1,36
2022,Andhra Pradesh,Inland fish,Total,Overall total loss,4.68,267,1,36
2022,Andhra Pradesh,Mango,Farm Operations,Harvesting,1.66,267,1,41
2022,Andhra Pradesh,Mango,Farm Operations,Collection,0.26,267,1,41
2022,Andhra Pradesh,Mango,Farm Operations,Sorting/Grading,2.56,267,1,41
2022,Andhra Pradesh,Mango,Farm Operations,Packaging,0.05,267,1,41
2022,Andhra Pradesh,Mango,Farm Operations,Farm level storage,5.59,267,1,41
2022,Andhra Pradesh,Mango,Farm Operations,Transport,0.81,267,1,41
2022,Andhra Pradesh,Mango,Market Operations,Wholesalers,0.22,267,1,41
2022,Andhra Pradesh,Mango,Market Operations,Retailers,1.1,267,1,41
2022,Andhra Pradesh,Mango,Market Operations,Processing unit,0.16,267,1,41
2022,Andhra Pradesh,Mango,Market Operations,Transport,0.82,267,1,41
2022,Andhra Pradesh,Mango,Market Operations,Total loss in market operations,2.3,267,1,41
2022,Andhra Pradesh,Mango,Total,Overall total loss,7.9,267,1,41
2022,Andhra Pradesh,Milk,Farm Operations,Harvesting,0.16,268,1,6
2022,Andhra Pradesh,Milk,Farm Operations,Collection,0.1,268,1,6
2022,Andhra Pradesh,Milk,Farm Operations,Transport,0.08,268,1,6
2022,Andhra Pradesh,Milk,Market Operations,Retailers,0.06,268,1,6
2022,Andhra Pradesh,Milk,Market Operations,Processing unit,0.14,268,1,6
2022,Andhra Pradesh,Milk,Market Operations,Transport,0.13,268,1,6
2022,Andhra Pradesh,Milk,Market Operations,Total loss in market operations,0.24,268,1,6
2022,Andhra Pradesh,Milk,Total,Overall total loss,0.58,268,1,6
2022,Andhra Pradesh,Paddy,Farm Operations,Harvesting,2.04,268,1,11
2022,Andhra Pradesh,Paddy,Farm Operations,Collection,0.39,268,1,11
2022,Andhra Pradesh,Paddy,Farm Operations,Threshing,1.07,268,1,11
2022,Andhra Pradesh,Paddy,Farm Operations,Winnowing/Cleaning,0.65,268,1,11
2022,Andhra Pradesh,Paddy,Farm Operations,Drying,0.13,268,1,11
2022,Andhra Pradesh,Paddy,Farm Operations,Packaging,0.1,268,1,11
2022,Andhra Pradesh,Paddy,Farm Operations,Farm level storage,0.43,268,1,11
2022,Andhra Pradesh,Paddy,Farm Operations,Transport,0.17,268,1,11
2022,Andhra Pradesh,Paddy,Market Operations,Godown,0.02,268,1,11
2022,Andhra Pradesh,Paddy,Market Operations,Wholesalers,0.33,268,1,11
2022,Andhra Pradesh,Paddy,Market Operations,Retailers,0.03,268,1,11
2022,Andhra Pradesh,Paddy,Market Operations,Processing unit,0.14,268,1,11
2022,Andhra Pradesh,Paddy,Market Operations,Transport,0.24,268,1,11
2022,Andhra Pradesh,Paddy,Market Operations,Total loss in market operations,0.76,268,1,11
2022,Andhra Pradesh,Paddy,Total,Overall total loss,5.73,268,1,11
2022,Andhra Pradesh,Pomegranate,Farm Operations,Harvesting,1.64,268,1,16
2022,Andhra Pradesh,Pomegranate,Farm Operations,Collection,0.16,268,1,16
2022,Andhra Pradesh,Pomegranate,Farm Operations,Sorting/Grading,2.97,268,1,16
2022,Andhra Pradesh,Pomegranate,Farm Operations,Packaging,0.21,268,1,16
2022,Andhra Pradesh,Pomegranate,Farm Operations,Farm level storage,0.25,268,1,16
2022,Andhra Pradesh,Pomegranate,Farm Operations,Transport,0.25,268,1,16
2022,Andhra Pradesh,Pomegranate,Market Operations,Godown,0.21,268,1,16
2022,Andhra Pradesh,Pomegranate,Market Operations,Wholesalers,0.84,268,1,16
2022,Andhra Pradesh,Pomegranate,Market Operations,Retailers,1.04,268,1,16
2022,Andhra Pradesh,Pomegranate,Market Operations,Processing unit,0.11,268,1,16
2022,Andhra Pradesh,Pomegranate,Market Operations,Transport,1.02,268,1,16
2022,Andhra Pradesh,Pomegranate,Market Operations,Total loss in market operations,3.21,268,1,16
2022,Andhra Pradesh,Pomegranate,Total,Overall total loss,8.69,268,1,16
2022,Andhra Pradesh,Sorghum,Farm Operations,Harvesting,1.38,268,1,21
2022,Andhra Pradesh,Sorghum,Farm Operations,Collection,0.32,268,1,21
2022,Andhra Pradesh,Sorghum,Farm Operations,Threshing,1.78,268,1,21
2022,Andhra Pradesh,Sorghum,Farm Operations,Winnowing/Cleaning,0.35,268,1,21
2022,Andhra Pradesh,Sorghum,Farm Operations,Drying,0.08,268,1,21
2022,Andhra Pradesh,Sorghum,Farm Operations,Packaging,0.3,268,1,21
2022,Andhra Pradesh,Sorghum,Farm Operations,Farm level storage,0.2,268,1,21
2022,Andhra Pradesh,Sorghum,Farm Operations,Transport,0.08,268,1,21
2022,Andhra Pradesh,Sorghum,Farm Operations,Total loss in farm operations,4.5,268,1,21
2022,Andhra Pradesh,Sorghum,Market Operations,Godown,0.09,268,1,21
2022,Andhra Pradesh,Sorghum,Market Operations,Wholesalers,0.72,268,1,21
2022,Andhra Pradesh,Sorghum,Market Operations,Retailers,0.14,268,1,21
2022,Andhra Pradesh,Sorghum,Market Operations,Processing unit,0.02,268,1,21
2022,Andhra Pradesh,Sorghum,Market Operations,Transport,0.2,268,1,21
2022,Andhra Pradesh,Sorghum,Market Operations,Total loss in market operations,1.17,268,1,21
2022,Andhra Pradesh,Sorghum,Total,Overall total loss,5.67,268,1,21
2022,Andhra Pradesh,Tomato,Farm Operations,Harvesting,2.99,268,1,26
2022,Andhra Pradesh,Tomato,Farm Operations,Collection,0.68,268,1,26
2022,Andhra Pradesh,Tomato,Farm Operations,Sorting/Grading,3.21,268,1,26
2022,Andhra Pradesh,Tomato,Farm Operations,Packaging,0.31,268,1,26
2022,Andhra Pradesh,Tomato,Farm Operations,Farm level storage,1.22,268,1,26
2022,Andhra Pradesh,Tomato,Farm Operations,Transport,0.86,268,1,26
2022,Andhra Pradesh,Tomato,Market Operations,Wholesalers,0.79,268,1,26
2022,Andhra Pradesh,Tomato,Market Operations,Retailers,1.46,268,1,26
2022,Andhra Pradesh,Tomato,Market Operations,Processing unit,0.13,268,1,26
2022,Andhra Pradesh,Tomato,Market Operations,Transport,0.71,268,1,26
2022,Andhra Pradesh,Tomato,Market Operations,Total loss in market operations,3.1,268,1,26
2022,Andhra Pradesh,Tomato,Total,Overall total loss,12.36,268,1,26
2022,Assam,Cabbage,Farm Operations,Harvesting,1.21,268,2,12
2022,Assam,Cabbage,Farm Operations,Collection,0.11,268,2,12
2022,Assam,Cabbage,Farm Operations,Sorting/Grading,2.62,268,2,12
2022,Assam,Cabbage,Farm Operations,Packaging,0.35,268,2,12
2022,Assam,Cabbage,Farm Operations,Farm level storage,0.11,268,2,12
2022,Assam,Cabbage,Farm Operations,Transport,1.06,268,2,12
2022,Assam,Cabbage,Farm Operations,Total loss in farm operations,5.46,268,2,12
2022,Assam,Cabbage,Market Operations,Godown,0.05,268,2,12
2022,Assam,Cabbage,Market Operations,Wholesalers,0.7,268,2,12
2022,Assam,Cabbage,Market Operations,Retailers,1.08,268,2,12
2022,Assam,Cabbage,Market Operations,Processing unit,0.01,268,2,12
2022,Assam,Cabbage,Market Operations,Transport,0.07,268,2,12
2022,Assam,Cabbage,Market Operations,Total loss in market operations,1.92,268,2,12
2022,Assam,Cabbage,Total,Overall total loss,7.38,268,2,12
2022,Assam,Meat,Farm Operations,Harvesting,2.45,268,2,17
2022,Assam,Meat,Farm Operations,Total loss in farm operations,2.45,268,2,17
2022,Assam,Meat,Market Operations,Wholesalers,0.5,268,2,17
2022,Assam,Meat,Market Operations,Retailers,0.27,268,2,17
2022,Assam,Meat,Market Operations,Processing unit,0.19,268,2,17
2022,Assam,Meat,Market Operations,Transport,0.03,268,2,17
2022,Assam,Paddy,Farm Operations,Harvesting,2.02,268,2,22
2022,Assam,Paddy,Farm Operations,Collection,0.62,268,2,22
2022,Assam,Paddy,Farm Operations,Threshing,1.55,268,2,22
2022,Assam,Paddy,Farm Operations,Winnowing/Cleaning,0.57,268,2,22
2022,Assam,Paddy,Farm Operations,Drying,0.4,268,2,22
2022,Assam,Paddy,Farm Operations,Packaging,0.05,268,2,22
2022,Assam,Paddy,Farm Operations,Farm level storage,0.18,268,2,22
2022,Assam,Paddy,Farm Operations,Transport,0.09,268,2,22
2022,Assam,Paddy,Farm Operations,Total loss in farm operations,5.48,268,2,22
2022,Assam,Paddy,Market Operations,Godown,0.06,268,2,22
2022,Assam,Paddy,Market Operations,Wholesalers,0.18,268,2,22
2022,Assam,Paddy,Market Operations,Retailers,0.03,268,2,22
2022,Assam,Paddy,Market Operations,Processing unit,0.12,268,2,22
2022,Assam,Paddy,Market Operations,Transport,0.21,268,2,22
2022,Assam,Paddy,Market Operations,Total loss in market operations,0.59,268,2,22
2022,Assam,Paddy,Total,Overall total loss,6.07,268,2,22
2022,Assam,Poultry,Farm Operations,Harvesting,2.17,269,1,12
2022,Assam,Poultry,Farm Operations,Collection,0.09,269,1,12
